Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
Winter Wonderland,150880,61,0.443,0.477,-5.33,123.93,0.691,0.0465,0.0,0.0695,0.38
Mack the Knife,184333,59,0.549,0.529,-12.291,82.755,0.76,0.108,0.0,0.206,0.464
Ikigai,136013,61,0.671,0.452,-13.279,91.962,0.414,0.0303,0.458,0.133,0.394
Find a Way,203066,59,0.773,0.58,-8.466,94.093,0.0357,0.432,0.0,0.485,0.713
O Christmas Tree (feat. Count Basie Big Band),207253,58,0.571,0.0982,-14.34,74.271,0.949,0.0425,1.71e-06,0.109,0.0857
Rebirth Of Slick (Cool Like Dat),261265,58,0.885,0.334,-18.944,98.309,0.048,0.227,0.0587,0.107,0.569
Have Yourself a Merry Little Christmas,230306,54,0.275,0.276,-11.395,68.764,0.602,0.0321,0.00167,0.121,0.195
The Girl From Ipanema,200360,62,0.541,0.321,-14.418,133.531,0.714,0.0329,0.00345,0.101,0.549
Have Yourself A Merry Little Christmas,162333,56,0.251,0.181,-14.816,89.616,0.969,0.0335,0.00448,0.26,0.108
Sway (Quien Sera),165133,58,0.591,0.246,-12.141,120.132,0.728,0.039,1.01e-06,0.0753,0.56
I'm In The Mood For Love,149826,60,0.58,0.0545,-14.594,123.341,0.963,0.0473,0.000265,0.0967,0.177
Jazz (We've Got),250240,59,0.822,0.479,-15.962,92.461,0.719,0.271,4.42e-05,0.124,0.72
September,215080,62,0.694,0.831,-7.288,125.901,0.165,0.0301,0.000892,0.25,0.98
Autumn Nocturne,294666,59,0.539,0.0678,-18.039,124.105,0.967,0.0468,0.168,0.114,0.263
Sweet Love,262266,53,0.505,0.669,-7.255,87.541,0.428,0.0231,0.0,0.0609,0.689
Hit the Road Jack,119880,67,0.598,0.571,-12.616,173.141,0.704,0.139,0.0,0.513,0.962
Those Sweet Words,202640,65,0.798,0.234,-10.699,103.152,0.875,0.0317,0.000626,0.134,0.403
