Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
Often,249040,78,0.572,0.631,-9.836,134.078,0.222,0.0476,0.0,0.135,0.0713
Champagne Coast,292373,70,0.813,0.406,-12.626,122.658,0.0203,0.0662,0.392,0.0757,0.755
American Boy,284733,77,0.693,0.729,-2.99,117.848,0.171,0.378,0.0,0.07,0.521
I Was Never There,241066,81,0.323,0.737,-4.008,112.923,0.14,0.0335,0.000162,0.163,0.156
Let Em' Know,261880,73,0.489,0.406,-11.44,110.551,0.0336,0.232,0.0,0.344,0.178
Say My Name,271333,78,0.713,0.678,-3.525,138.009,0.273,0.102,0.0,0.149,0.734
One Night Only,195909,74,0.874,0.402,-5.786,119.99,0.263,0.0691,0.00094,0.147,0.764
stranger,214893,72,0.708,0.555,-7.275,140.017,0.182,0.0734,0.00565,0.111,0.316
Let Me Love You,249093,70,0.622,0.593,-8.352,94.364,0.163,0.0916,0.0,0.0979,0.607
Better,229320,77,0.695,0.586,-10.315,98.035,0.102,0.0658,0.317,0.113,0.112
Playing Games (with Bryson Tiller) - Extended Version,143226,75,0.726,0.408,-6.606,115.918,0.603,0.0614,0.0,0.225,0.459
Could've Been (feat. Bryson Tiller),252746,75,0.45,0.352,-11.733,102.679,0.649,0.267,3.8e-06,0.249,0.408
Hurts Me,140800,76,0.553,0.786,-5.477,149.968,0.0438,0.0325,0.0,0.119,0.673
Sorrows,193702,74,0.633,0.793,-6.847,109.093,0.148,0.182,0.0,0.867,0.761
I Don't Fuck With You,284386,72,0.824,0.733,-5.474,97.971,0.0362,0.0614,0.0,0.325,0.395
Her Way,216630,75,0.542,0.487,-9.53,111.307,0.0544,0.0286,0.000885,0.0872,0.119
Blackbird - Remastered 2009,138386,76,0.686,0.127,-14.361,93.699,0.754,0.0342,1.41e-05,0.0573,0.372
Sharp Dressed Man (2008 Remaster),258026,75,0.601,0.859,-5.264,125.144,0.000359,0.0276,0.00124,0.0871,0.446
Swim,228786,80,0.666,0.542,-6.429,120.134,0.27,0.0392,0.0,0.0765,0.0771
In My Life - Remastered 2009,146333,76,0.688,0.435,-11.359,103.239,0.449,0.0323,0.0,0.113,0.435
Low,181080,74,0.698,0.546,-7.234,145.044,0.425,0.0559,0.00314,0.16,0.335
Mr. Blue Sky,303373,76,0.388,0.338,-10.054,177.765,0.652,0.0329,3.73e-06,0.248,0.478
oui,238320,73,0.418,0.724,-3.724,78.521,0.213,0.0964,0.0,0.112,0.604
Earned It (Fifty Shades Of Grey),277680,71,0.657,0.291,-8.275,119.782,0.405,0.0348,0.0,0.0771,0.405
Long Cool Woman (In a Black Dress) - 1999 Remaster,199200,75,0.757,0.868,-9.326,138.918,0.411,0.062,0.00221,0.355,0.815
The Weekend,272186,73,0.4,0.366,-9.405,73.313,0.242,0.0597,0.0,0.126,0.161
No Diggity,304600,76,0.867,0.646,-4.674,88.634,0.303,0.288,0.0,0.279,0.67
House Of The Rising Sun,271280,69,0.295,0.584,-6.696,117.2,0.000385,0.0345,0.218,0.0996,0.228
Broke In A Minute,132023,73,0.929,0.7,-5.596,120.009,0.141,0.0903,0.0,0.349,0.802
Wonderwall - Remastered,258773,78,0.375,0.893,-4.097,174.323,0.000509,0.0406,0.0,0.187,0.434
Beat It,258399,79,0.776,0.711,-9.03,138.728,0.0242,0.0473,0.000353,0.234,0.901
Alibi (with Pabllo Vittar & Yseult),161655,68,0.741,0.754,-5.412,126.98,0.00526,0.0327,8.21e-06,0.125,0.717
Always,225312,78,0.578,0.436,-8.202,135.86,0.666,0.0461,1.9e-06,0.106,0.199
I'm Sprung,231040,72,0.728,0.327,-11.596,100.0,0.0948,0.0999,0.0,0.103,0.195
Say It,237786,74,0.546,0.529,-10.511,107.333,0.0869,0.0583,6.37e-06,0.124,0.248
Girls Need Love (with Drake) - Remix,222374,76,0.656,0.432,-9.481,97.022,0.443,0.217,0.0,0.132,0.0897
Die For You,260252,78,0.586,0.525,-7.163,133.63,0.111,0.0616,0.0,0.134,0.507
House Of Balloons / Glass Table Girls,407315,74,0.662,0.511,-8.419,88.989,0.00237,0.0342,0.0036,0.275,0.228
Thank God,174560,71,0.738,0.455,-8.735,99.945,0.695,0.0352,0.0,0.107,0.441
What You Know Bout Love,160000,77,0.709,0.548,-8.493,83.995,0.65,0.353,1.59e-06,0.133,0.543
Kills,169600,72,0.691,0.568,-11.798,149.995,0.0178,0.0492,0.0246,0.0904,0.344
Crank That (Soulja Boy),221933,74,0.733,0.74,-2.18,140.2,0.513,0.0905,0.0,0.0468,0.799
Love in This Club (feat. Young Jeezy),259720,74,0.573,0.712,-5.976,140.012,0.0572,0.0732,0.0,0.167,0.346
Faneto,206654,71,0.849,0.753,-7.399,144.188,0.346,0.357,0.0,0.0565,0.392
Howlin' for You,191800,69,0.705,0.735,-6.646,132.627,0.028,0.0931,0.0783,0.112,0.448
Heartless,198266,77,0.537,0.746,-5.507,170.083,0.0236,0.15,1e-06,0.156,0.252
Is There Someone Else?,199111,80,0.702,0.586,-7.83,134.951,0.0388,0.0313,7.27e-05,0.156,0.608
What Ifs (feat. Lauren Alaina),188253,70,0.612,0.799,-4.603,125.976,0.00898,0.0275,0.0,0.172,0.687
Get Low,334066,72,0.521,0.625,-7.47,101.019,0.0301,0.067,0.0,0.121,0.136
Sweet Caroline,203573,76,0.529,0.127,-16.066,63.05,0.614,0.0274,0.000133,0.237,0.579
Vampire Empire,192127,73,0.636,0.572,-7.797,131.272,0.287,0.0913,0.0,0.0878,0.66
Awkward,178000,72,0.618,0.474,-12.097,119.999,0.182,0.0789,0.000122,0.108,0.397
SPIT IN MY FACE!,147874,77,0.73,0.785,-6.512,94.094,0.0464,0.0554,0.0216,0.111,0.649
Song 2 - 2012 Remaster,121160,78,0.674,0.789,-6.903,129.802,0.00178,0.0676,0.00708,0.0753,0.918
Reminder,218880,80,0.705,0.505,-6.923,160.053,0.142,0.193,0.0,0.164,0.388
