Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
Dizzy Dizzy Dizzy,146346,2,0.767,0.685,-8.961,119.799,0.444,0.0391,0.0155,0.0876,0.971
Falling,321853,3,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Boris,246936,0,0.678,0.618,-10.568,124.996,0.589,0.0303,0.0156,0.113,0.666
Eyes On Fire,302826,0,0.544,0.383,-10.143,145.025,0.67,0.0334,0.00204,0.125,0.367
Here’s Where the Story Ends,230040,1,0.622,0.693,-8.621,109.054,0.288,0.0274,1.43e-06,0.136,0.836
Flow,156160,2,0.417,0.646,-8.922,114.38,0.0926,0.0348,0.684,0.155,0.373
Sun Less Sea,350013,1,0.292,0.592,-8.028,107.371,0.0575,0.0307,0.53,0.112,0.114
Poptart,215954,0,0.777,0.394,-16.685,133.053,0.225,0.316,1.91e-06,0.115,0.516
Pop Fly,115957,0,0.681,0.252,-15.404,134.101,0.318,0.305,0.0,0.0834,0.437
Poppy Field,279693,0,0.667,0.965,-10.244,135.014,0.0254,0.0418,0.163,0.159,0.856
pop sickle,192000,0,0.412,0.725,-14.179,189.89,0.289,0.0346,0.771,0.106,0.83
"Pop My Fingers, Burst Your Bubble - HVRF-CC 019",233444,0,0.56,0.989,-4.142,104.982,0.00376,0.176,0.846,0.65,0.241
Pop (Short Version),187013,0,0.662,0.681,-7.387,123.909,0.0631,0.0456,0.0214,0.133,0.838
Poppin!,129604,0,0.677,0.482,-10.339,163.019,0.0127,0.276,0.00447,0.218,0.431
Pop,220640,2,0.624,0.486,-11.223,123.894,0.0498,0.0332,0.00804,0.0894,0.884
"Pop My Fingers, Burst Your Bubble",233444,0,0.56,0.989,-4.142,104.982,0.00376,0.176,0.846,0.65,0.241
Pop (Long Version),222640,0,0.633,0.658,-6.412,123.893,0.0668,0.0336,0.00776,0.0611,0.865
Popshuv,198000,0,0.61,0.769,-10.36,160.041,0.0769,0.133,0.867,0.25,0.497
Poppy Field - Original Version,279666,0,0.666,0.966,-10.139,135.009,0.0263,0.0418,0.174,0.165,0.855
800 Pope,172538,0,0.693,0.849,-5.926,128.053,0.35,0.106,3.34e-06,0.28,0.553
Soda Pop Jingle,26331,0,0.47,0.177,-17.479,186.701,0.965,0.123,0.333,0.705,0.586
juice pop (special),103970,0,0.523,0.788,-8.668,118.013,0.088,0.0389,0.000152,0.267,0.951
Falling,321853,1,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Falling,321853,0,0.331,0.138,-17.135,71.731,0.892,0.03,0.548,0.114,0.0755
Daniel,250000,0,0.59,0.661,-8.383,135.062,0.0114,0.0372,0.0122,0.14,0.444
Crown of Creation,281066,0,0.59,0.49,-11.435,125.088,0.0103,0.0282,0.00856,0.131,0.67
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
The Voice of Love,194466,0,0.155,0.202,-17.767,174.326,0.877,0.0343,0.837,0.101,0.0455
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Falling,321853,0,0.331,0.138,-17.135,71.731,0.892,0.03,0.548,0.114,0.0755
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
The Nightingale,296200,0,0.263,0.418,-15.851,96.143,0.451,0.0412,0.0284,0.0762,0.17
Friends for Life,284040,0,0.449,0.283,-16.208,140.132,0.597,0.0324,0.808,0.116,0.266
If I Knew,256453,0,0.346,0.0884,-14.007,100.998,0.91,0.0338,0.000121,0.14,0.32
Fade Into You,297160,0,0.248,0.399,-11.011,52.401,0.306,0.0283,0.00119,0.0728,0.198
Daniel,250000,0,0.59,0.661,-8.383,135.062,0.0114,0.0372,0.0122,0.14,0.444
Falling,321853,0,0.331,0.138,-17.135,71.731,0.892,0.03,0.548,0.114,0.0755
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Blue Eyed Pop,158466,0,0.575,0.706,-9.14,121.795,0.0171,0.0886,0.0158,0.101,0.706
return to cetacean birthing pool [porpoise poppin],139784,0,0.6,0.0224,-14.106,130.596,0.628,0.0342,0.918,0.112,0.0753
Give Me Love - Popdown Mix,348083,1,0.671,0.73,-7.931,103.201,0.0017,0.0452,0.275,0.0604,0.614
If I Knew,256453,0,0.346,0.0884,-14.007,100.998,0.91,0.0338,0.000121,0.14,0.32
Fade Into You,297160,0,0.248,0.399,-11.011,52.401,0.306,0.0283,0.00119,0.0728,0.198
Ballad of the Band,166440,0,0.322,0.815,-6.183,154.698,0.00174,0.0432,0.294,0.32,0.873
Second Adult World,313652,0,0.706,0.491,-11.56,114.026,0.0177,0.0413,0.86,0.425,0.057
The Tiger Pit,140146,0,0.622,0.74,-12.408,134.988,0.000978,0.0397,0.934,0.116,0.101
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Hand In Hand,300933,0,0.618,0.785,-11.18,126.491,0.106,0.0327,0.231,0.447,0.658
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Rockin' Back Inside My Heart,349066,0,0.621,0.223,-17.397,84.891,0.591,0.0278,0.00212,0.0579,0.314
Into the Night,284333,0,0.494,0.0372,-26.204,102.73,0.946,0.0332,0.139,0.174,0.0387
Until the End of the World,333160,0,0.413,0.343,-15.941,60.094,0.864,0.0274,0.876,0.0976,0.306
Excursion 1,17084,0,0.59,0.915,-16.871,116.452,0.338,0.301,0.0965,0.405,0.035
Brain Leech,115879,0,0.156,0.0613,-26.169,140.169,0.992,0.0359,0.86,0.145,0.0274
Laura,266493,0,0.476,0.186,-9.326,98.692,0.921,0.0358,0.0,0.0939,0.0623
Daniel,250000,0,0.59,0.661,-8.383,135.062,0.0114,0.0372,0.0122,0.14,0.444
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Rockin' Back Inside My Heart,349066,0,0.621,0.223,-17.397,84.891,0.591,0.0278,0.00212,0.0579,0.314
Sugar,162880,0,0.606,0.696,-5.153,121.347,0.122,0.0613,0.000188,0.157,0.68
Falling,321853,0,0.331,0.138,-17.135,71.731,0.892,0.03,0.548,0.114,0.0755
Rockin' Back Inside My Heart,349066,0,0.621,0.223,-17.397,84.891,0.591,0.0278,0.00212,0.0579,0.314
素敵じゃないか,187653,0,0.492,0.563,-6.643,92.988,0.119,0.0364,0.0189,0.121,0.744
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Sugar,162880,0,0.606,0.696,-5.153,121.347,0.122,0.0613,0.000188,0.157,0.68
Nowhere,323093,0,0.264,0.714,-8.708,99.58,1.75e-05,0.047,0.752,0.654,0.187
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Kicking the Ghost When It's Dissipated (Excerpts),77479,0,0.378,0.127,-21.912,78.575,0.692,0.0549,0.92,0.122,0.325
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
When You Made the Mountain,334373,0,0.662,0.878,-7.96,126.473,0.0186,0.0412,0.00695,0.332,0.5
Ballad of the Band,167800,0,0.274,0.718,-9.761,154.768,0.0813,0.0522,0.858,0.213,0.805
Falling,321853,0,0.331,0.138,-17.135,71.731,0.892,0.03,0.548,0.114,0.0755
Making Waves (Nmesh Mix),445805,0,0.282,0.941,-10.242,82.912,0.465,0.912,0.0105,0.544,0.0377
If I Knew,256453,0,0.346,0.0884,-14.007,100.998,0.91,0.0338,0.000121,0.14,0.32
Daniel,250000,0,0.59,0.661,-8.383,135.062,0.0114,0.0372,0.0122,0.14,0.444
Falling,321853,0,0.32,0.138,-17.135,71.831,0.892,0.0301,0.548,0.114,0.075
The Space for Love,204266,0,0.255,0.34,-15.972,124.922,0.715,0.0442,0.858,0.0978,0.168
The Tiger Pit,140146,0,0.622,0.74,-12.408,134.988,0.000978,0.0397,0.934,0.116,0.101
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.408
Cosmocats Theme (Mulch Mix),224522,0,0.454,0.592,-15.181,124.082,0.548,0.0983,9.74e-06,0.792,0.237
Fade Into You,297160,0,0.248,0.399,-11.011,52.401,0.306,0.0283,0.00119,0.0728,0.198
Hand In Hand,300933,0,0.618,0.785,-11.18,126.491,0.106,0.0327,0.231,0.447,0.658
I Talk to the Wind,334560,0,0.543,0.72,-13.46,131.989,0.122,0.0359,0.111,0.207,0.304
