Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
Sexy to Someone,207795,73,0.716,0.545,-6.949,98.23,0.352,0.0329,0.00369,0.101,0.826
Never Be Like You (feat. Kai),234909,69,0.448,0.59,-4.359,119.834,0.446,0.0577,0.0,0.14,0.264
From Eden,283466,69,0.399,0.673,-5.506,142.255,0.584,0.0509,2.44e-05,0.118,0.285
Freaking Out the Neighborhood,173888,74,0.565,0.832,-5.751,143.303,0.0638,0.108,0.0288,0.386,0.847
half return,128700,73,0.435,0.382,-11.75,143.866,0.821,0.0298,0.0327,0.117,0.668
Homesick,194416,71,0.505,0.624,-6.526,170.076,0.0253,0.0373,1.06e-05,0.314,0.413
Right Side of My Neck,153320,71,0.716,0.515,-9.073,117.039,0.00116,0.0261,0.000249,0.326,0.315
golden hour,209259,77,0.515,0.593,-4.801,94.467,0.653,0.0322,0.162,0.25,0.153
Howlin' for You,191800,69,0.705,0.735,-6.646,132.627,0.028,0.0931,0.0783,0.112,0.448
16 Mirrors,87093,68,0.564,0.3,-7.349,121.888,0.638,0.0887,0.0022,0.101,0.0487
Kilby Girl,282205,71,0.329,0.444,-9.973,162.279,0.0578,0.0417,0.0352,0.113,0.225
Harpy Hare,180922,76,0.645,0.533,-11.65,130.02,0.644,0.0351,7.08e-06,0.2,0.349
This Side of Paradise,242010,76,0.306,0.664,-6.07,158.283,0.432,0.0276,7.5e-06,0.135,0.321
I WANNA BE YOUR SLAVE,173346,81,0.75,0.608,-4.008,132.507,0.00165,0.0387,0.0,0.178,0.958
Kids,269142,73,0.828,0.66,-9.669,113.45,0.508,0.0337,0.403,0.0755,0.904
By and By,280794,69,0.583,0.474,-7.981,101.43,0.794,0.0258,2.99e-06,0.115,0.333
Vampire Empire,192127,73,0.636,0.572,-7.797,131.272,0.287,0.0913,0.0,0.0878,0.66
How To Never Stop Being Sad,130742,73,0.414,0.245,-17.929,97.236,0.952,0.0429,0.761,0.104,0.132
Symphonia IX,181360,73,0.593,0.38,-12.682,99.323,0.913,0.0247,0.573,0.289,0.149
Little Dark Age,299960,76,0.705,0.712,-6.156,97.512,0.0102,0.0385,0.000855,0.1,0.62
Maniac,185773,75,0.628,0.639,-5.46,108.045,0.00162,0.0435,0.0,0.354,0.493
Nothing's Gonna Hurt You Baby,286293,76,0.495,0.328,-14.079,97.241,0.262,0.0274,0.149,0.107,0.0927
Karma Police,264066,76,0.36,0.501,-9.129,74.807,0.0638,0.0258,9.32e-05,0.172,0.324
Francis Forever,149680,74,0.535,0.448,-9.167,101.986,0.00262,0.0279,1.94e-05,0.115,0.32
Bad At Love,181279,71,0.675,0.751,-3.539,118.384,0.0604,0.0296,0.0,0.0893,0.612
Bubblegum Bitch,154666,75,0.495,0.856,-5.123,158.024,0.000219,0.0311,0.0,0.103,0.609
Sienna,224840,70,0.685,0.468,-9.405,147.993,0.583,0.031,0.57,0.159,0.594
Steeeam,170892,71,0.817,0.763,-11.014,120.034,0.546,0.0373,0.158,0.124,0.923
20191009 I Like Her,136888,72,0.873,0.252,-13.884,133.983,0.766,0.0425,0.00661,0.0978,0.599
In A Good Way,224680,70,0.587,0.286,-8.839,71.123,0.185,0.0315,0.0288,0.214,0.302
Animal,212293,68,0.482,0.833,-5.611,148.039,0.000346,0.0449,0.0,0.365,0.74
Walking On A Dream,198440,67,0.87,0.699,-5.541,126.967,0.245,0.0459,6.76e-06,0.0588,0.727
Home - 2019 Remaster,306373,75,0.53,0.634,-5.759,111.615,0.245,0.0311,0.000601,0.0978,0.105
S P E Y S I D E,209077,74,0.467,0.247,-14.161,140.232,0.906,0.0314,0.0157,0.157,0.258
Anchor,257533,77,0.457,0.407,-11.475,117.053,0.805,0.0308,0.884,0.126,0.126
What Once Was,255067,73,0.526,0.877,-4.369,145.568,0.172,0.033,0.0108,0.223,0.436
